"Surface","Fixed.Effects","obj.func_LL","k","AIC","AICc","R2m","R2c","LL"
"err27.ffp","geo + cti_diff + hli_diff + cd",98.3007965812954,10,-176.601593162591,43.3984068374092,0.693412440761878,0.748979141230855,98.3007965812954
