0,4494.2945617746,6120.82201211543,8006.28312727309,8426.91090320856,3147.05378151675,6769.58123185758,9350.99065838384,11680.0282226445,11249.5993625303,7861.90481895888,7451.1952099004,11317.5513918961,13297.669418572,15222.4898598506,8921.37370074684,8954.52363702515,10458.4378505875,11033.1532733899,12080.8602793346,8965.59470483702,9462.8520641499,11184.6791177056,14139.1097838416,12586.0171335841
4494.2945617746,0,2628.9416639032,4514.40277906086,4935.03055499633,6496.3810174026,3991.96613464986,5856.28188304686,8188.14787443223,7757.71901431809,8496.71205946122,7629.39631106422,8824.21773490354,10398.9942910667,11730.6095116384,9553.35251412443,9133.89631106422,10246.0881515261,10457.5383202065,8588.97993112241,9144.96737887608,9642.22473818897,11364.0517917447,12682.8653737622,9094.1367853719
6120.82201211543,2628.9416639032,0,5713.85103744213,6550.14379177479,8125.73689486817,5621.32201211543,4209.72810153011,5559.20621052902,9372.83225109655,10126.0679369268,9258.7521885298,8145.96732588876,9710.29714152017,11561.7101638436,11182.70839159,10277.6516304791,9565.83774251135,9930.23927734598,10204.0931679009,10288.9653389781,10783.6369118533,12505.463965409,14297.9786105407,10709.2500221504
8006.28312727309,4514.40277906086,5713.85103744213,0,3841.3266196828,10011.1980100258,7506.78312727309,5504.50462250499,4712.32966848958,6664.01507900456,11928.8750408249,11060.1450788656,9183.11860054781,9281.58485570022,10039.6299057065,12334.8260051771,11314.8029051381,10602.9890171704,9363.834384893,7495.27599580888,11326.1166136371,11820.7881865124,13023.1061540201,11589.1614384487,8000.43285005837
8426.91090320856,4935.03055499633,6550.14379177479,3841.3266196828,0,10431.8257859613,7927.41090320856,9345.83124218779,6664.24052755107,4651.52979763032,12432.1568280199,11564.8410796229,11984.8464845595,10350.2233646199,8624.42029495065,12622.3320744892,11602.3089744502,10890.4950864825,9523.09355164782,7654.5351625637,11613.6226829492,12108.2942558244,13182.3653207749,11748.4206052035,8159.69201681319
3147.05378151675,6496.3810174026,8125.73689486817,10011.1980100258,10431.8257859613,0,6855.40414976851,10104.7470456736,13584.0675370782,13254.5142452831,5277.11509720773,5203.28002261759,9069.63620461324,11049.7542312892,13993.699616051,6336.58397899568,6706.60844974234,8210.52266330471,8785.23808610708,10657.7964751912,6717.6795175542,7214.93687686708,8936.76393042278,11891.1945965588,11157.8822616288
6769.58123185758,3991.96613464986,5621.32201211543,7506.78312727309,7927.41090320856,6855.40414976851,0,4569.25518721064,8080.64608607695,10750.0993625303,4790.89488736924,3923.57913897224,6605.36602827105,8180.14258443424,12473.1604077155,5847.53534203245,5428.07913897224,6931.99335253461,7506.70877533697,9379.2671644211,5439.1502067841,5936.40756609698,7658.23461965268,10612.6652857887,9879.35295085873
9350.99065838384,5856.28188304686,4209.72810153011,5504.50462250499,9345.83124218779,10104.7470456736,4569.25518721064,0,4273.55329465653,8556.65951930931,6769.78277145306,5901.05280949368,4428.70207488426,6003.47863104745,10057.7094946533,7582.40947951358,6562.38637947458,5850.57249150685,6214.97402634148,8087.5324154256,6573.70008797356,7068.37166084882,8790.19871440451,11304.7404333966,8587.61820186323
11680.0282226445,8188.14787443223,5559.20621052902,4712.32966848958,6664.24052755107,13584.0675370782,8080.64608607695,4273.55329465653,0,4283.10622465277,10249.1032628576,9380.37330089823,5454.75372832735,4569.25518721064,6107.54222195392,8604.46113295667,7584.43803291767,6872.62414494994,7237.02567978457,8256.69105516897,7595.75174141666,8090.42331429191,9812.2503678476,12326.7920868397,8763.60526873134
11249.5993625303,7757.71901431809,9372.83225109655,6664.01507900456,4651.52979763032,13254.5142452831,10750.0993625303,8556.65951930931,4283.10622465277,0,12041.073521076,11811.7365330693,8294.49645432871,5868.35618199565,4142.55311232639,10327.4312059835,9307.40810594453,8595.5942179768,7228.19268314216,5358.46272118279,9318.72181444351,9813.39338731877,10888.0502387069,9454.10552313549,5865.37693474516
