"Surface","Fixed.Effects","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Feature1","Feature2","Feature3"
"categorical","cd",-1336.55168655581,4,2684.8912892451,2686.8912892451,0.78864991110343,0.861890323245235,-1338.44564462255,1.00000000000011,1000,290.318174814287
