"Surface","Fixed.Effects","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"continuous","cd",-1273.17032243333,4,2554.34064486665,2556.34064486665,0.87440210354688,0.891627597167884,-1273.17032243333,"Inverse Monomolecular",5.95871276455327,1.94315700693908
