"Surface","Fixed.Effects","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"ffp","geo + cti_diff + hli_diff + cd",100.62202796225,7,-187.2440559245,-159.2440559245,0.70031495047358,0.716929051577401,100.62202796225,"Inverse Monomolecular",7.18914359528571,138.806924642947
"err27","geo + cti_diff + hli_diff + cd",98.5111689368064,7,-183.022337873613,-155.022337873613,0.692620727598409,0.745853838072707,98.5111689368064,"Inverse Monomolecular",13.1321866316721,414.546921268185
