"Surface","Fixed.Effects","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Feature1","Feature2","Feature3"
"categorical","cd",-1337.14254791722,4,2684.88903154273,2686.88903154273,0.788660949427727,0.861888504727043,-1338.44451577137,1,1000,290.664316189269
