"Surface","Fixed.Effects","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"continuous","cd",-1273.17031990248,4,2554.34063980495,2556.34063980495,0.874402281452969,0.891627611206171,-1273.17031990248,"Inverse Monomolecular",5.96048868241314,1.94348680112485
